,id review,coffee,rating,date,beans,roast,drinks,barista,coffee_sentiment,go,do,out,ambient,price,place_sentiment,baked,lunch,breakfast,snacks,food_sentiment,sentence_normalized,sum
2421,309,YakiniQ,2.0 star rating,5/31/2019,0.02608202654786505,0.0,0.0,0.0,0.03898405877927252,0.047153552107723165,0.014975497667455975,0.0,0.025511366251245865,0.0,0.045247273305507124,0.01084333414387259,0.0,0.014515638137083722,0.08451542547285165,0.0, This is not about when she told me to walk somewhere else to smoke,0.30782817241287763
2423,309,YakiniQ,2.0 star rating,5/31/2019,0.0,0.0,0.0,0.017834409375160544,0.0,0.03819874302737716,0.0,0.01447907475876898,0.027555424922739647,0.0,0.0,0.0,0.0,0.0,0.0,0.04753826885415285, We went up to eat bbq and came down,0.14560592093819918
2424,309,YakiniQ,2.0 star rating,5/31/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019484627821346003,0.0,0.0,0.0,0.0,0.0,0.0,0.0, I asked her nicely if I can use the restroom,0.019484627821346003
2425,309,YakiniQ,2.0 star rating,5/31/2019,0.0,0.0,0.019793250662596087,0.019536616629114087,0.0,0.0,0.0,0.0,0.01509272781182455,0.0,0.0,0.0,0.0,0.0,0.0,0.0, She made this annoyed face impression to me before she said yes,0.05442259510353473
2426,309,YakiniQ,2.0 star rating,5/31/2019,0.02608202654786505,0.0,0.15891932511781057,0.01651145466709566,0.15593623511709007,0.03536516408079237,0.014975497667455975,0.0,0.012755683125622932,0.0,0.045247273305507124,0.03253000243161777,0.05186307781463085,0.0,0.1690308509457033,0.0, This did not include earlier when I ordered drink and snacks,0.7192165908211916
2429,310,YakiniQ,2.0 star rating,5/26/2019,0.0,0.0,0.0,0.04846438116726565,0.0,0.017300623785236068,0.0,0.0,0.009360112441834116,0.0,0.0,0.0,0.0,0.010651566348113083,0.0,0.0,"You pay for what you get! The check in system is disorganized, the grey haired guy in charge of that appears to be the owner and his attitude is lame",0.08577668374244891
2430,310,YakiniQ,2.0 star rating,5/26/2019,0.0,0.0,0.027685952120364943,0.0,0.0,0.013006771787532009,0.03304656754092802,0.007395244168647747,0.07740722689693787,0.019881069312188606,0.09984757144884154,0.03589212680387771,0.01907445461847278,0.03203179131330314,0.0,0.012140178546918845, He actually yelled at our small party when we questioned our yelp check in status like we really wounded his fragile pride so he had to make up a bunch of ridiculous nonsense to make it seem like it was our fault,0.37740895455801327
2432,310,YakiniQ,2.0 star rating,5/26/2019,0.0,0.0,0.0,0.12356041264304309,0.03646624787447363,0.0,0.014008295367013144,0.012539246564387976,0.011931848997583691,0.0,0.12697484579619758,0.010143010324169742,0.0,0.013578136164839211,0.0,0.08233869695926183," The rest of the staff seemed nice enough, just overwhelmed and scared of the owner",0.43154074069096987
2433,310,YakiniQ,2.0 star rating,5/26/2019,0.04161251892882395,0.0,0.006672303437211379,0.013171584244345806,0.031098520678556143,0.03761552186220996,0.011946314428672727,0.0,0.010175515014927262,0.0,0.03609483744385666,0.008649988268461367,0.013790807904361583,0.023158946856941927,0.06741998624632421,0.0, Anyway we didn't even care as much abt that as the weird stuff they put on the meat to soften it,0.301406845314693
2434,310,YakiniQ,2.0 star rating,5/26/2019,0.0,0.0,0.03129587719622029,0.06178020632152154,0.0,0.0,0.0,0.0,0.0,0.0,0.028216632399155013,0.0,0.0,0.027156272329678422,0.0,0.04116934847963091, Meat was low quality,0.18961833672620618
2435,310,YakiniQ,2.0 star rating,5/26/2019,0.020806259464411975,0.0,0.013344606874422758,0.02634316848869161,0.031098520678556143,0.03761552186220996,0.03583894328601818,0.0,0.0,0.0,0.10828451233156998,0.03459995307384547,0.06895403952180791,0.034738420285412894,0.06741998624632421,0.12288268422851502, We all eat this kind of food semi regularly and we all felt like garbage all night after which isn't normal for any of us,0.6019266163417861
2436,310,YakiniQ,2.0 star rating,5/26/2019,0.0,0.0,0.04198782529574046,0.027628948199776883,0.0,0.019725746078811793,0.025058800551629408,0.0,0.010672170182343944,0.12060453783110546,0.07571316976876032,0.027216552697590872,0.014463921353509292,0.03643396256679452,0.0,0.01841149235796647, Like I said- you pay for what you get! We wanted to try this discount spot and it's definitely cheap for a reason!,0.4179171268840294
2437,311,Blue Bottle 1,2.0 star rating,1/20/2019,0.0,0.0,0.3129587719622029,0.06178020632152154,0.36466247874473634,0.022054054569561544,0.05603318146805258,0.025078493128775952,0.023863697995167382,0.06741998624632421,0.19751642679408513,0.08114408259335795,0.03234231136765754,0.0,0.0,0.3293547878370473,My drink was good,1.5742084790284903
2438,311,Blue Bottle 1,2.0 star rating,1/20/2019,0.01844277783908294,0.01697110583255327,0.0,0.01167536156235761,0.027565892320998563,0.05834954379170748,0.021178551904602893,0.028436338317849995,0.02705889011038438,0.0,0.031994653784525144,0.015334790207607873,0.0,0.0,0.05976143046671968,0.0," To the shaved head lady with a constant snarl expression on her face, please find another job that doesn't involve human interaction",0.31676933613838987
2439,311,Blue Bottle 1,2.0 star rating,1/20/2019,0.0,0.0,0.14865541668204638,0.04633515474114116,0.10939874362342089,0.0,0.0,0.012539246564387976,0.011931848997583691,0.0,0.0,0.010143010324169742,0.0,0.0,0.0,0.0, I watched numerous customers receive the nastiest look from this lady while waiting for my drink,0.3390034209327498
2440,311,Blue Bottle 1,2.0 star rating,1/20/2019,0.0,0.0,0.047314918927323577,0.035026084687072835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," I asked if this was my cappuccino and she nearly growled and replied,""I SAID THIS IS A CAPPUCCINO"" meanwhile treating every other customer as an inconvenience",0.08234100361439642
2441,311,Blue Bottle 1,2.0 star rating,1/20/2019,0.0,0.0,0.0,0.0,0.0,0.023576776053861583,0.02995099533491195,0.0,0.025511366251245865,0.0,0.0,0.0,0.0,0.0,0.0,0.0, It was almost comical seeing how this individual acted towards other people,0.0790391376400194
2443,312,Matching Half,2.0 star rating,1/5/2019,0.01626500121580889,0.0,0.01564793859811015,0.020593402107173853,0.07293249574894728,0.051459460662310275,0.06537204504606135,0.10031397251510384,0.04772739599033478,0.04494665749754948,0.24454414745934352,0.05409605506223864,0.0215615409117717,0.05431254465935685,0.052704627669472995,0.0,"I really wanted to like this place, but I guess I am not cut out for pretentious SFO neighborhood cafes! Soulshine was WAY more fun and yum! We stopped here for some quick breakfast",0.8624772851435836
2444,312,Matching Half,2.0 star rating,1/5/2019,0.0,0.0,0.11828729731830893,0.01167536156235761,0.08269767696299568,0.016671298226202138,0.042357103809205786,0.00947877943928333,0.009019630036794794,0.0,0.010664884594841714,0.007667395103803936,0.012224244671977023,0.11290516775980161,0.0,0.01556055110223693," The girl getting my order was so distracted with the other girl she was talking to, it took her 2 transactions to get 2 drinks and 2 sandwiches right, ugh",0.44920939058780945
2445,312,Matching Half,2.0 star rating,1/5/2019,0.03450327796711771,0.0,0.0663885809658864,0.10921300708262974,0.10314212462587934,0.0467837146163854,0.05943216388127455,0.03546634510659543,0.016874182676570676,0.0,0.15961737689352443,0.02868876552746235,0.0,0.019202384316064216,0.11180339887498948,0.0, She was also super cold and not friendly,0.7911153225343797
2446,312,Matching Half,2.0 star rating,1/5/2019,0.0,0.02008048322256247,0.02099391264787023,0.04144342229966532,0.0,0.0,0.025058800551629408,0.011215443081840885,0.021344340364687887,0.0,0.07571316976876032,0.03628873693012116,0.028927842707018585,0.15788050445610957,0.0,0.03682298471593294, There was one guy (who honestly looked like a high school kid) making our sandwiches,0.4757696407461988
2447,312,Matching Half,2.0 star rating,1/5/2019,0.0,0.0,0.007376508996209601,0.0,0.0,0.010396381025863422,0.0,0.0,0.011249455117713783,0.0,0.026602896148920738,0.02868876552746235,0.04573893537463482,0.16642066407255654,0.11180339887498948,0.058222250973958195, Took him 15 minutes to slap cream cheese on bagels and add avocado to one of them,0.46649925611230897
2449,312,Matching Half,2.0 star rating,1/5/2019,0.0,0.0,0.0,0.0,0.0,0.031189143077590267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Minutes,0.031189143077590267
2450,312,Matching Half,2.0 star rating,1/5/2019,0.06172133998483676,0.0,0.009896625331298044,0.0,0.04612656040144425,0.0418446264488753,0.08859623899229176,0.0,0.01509272781182455,0.0,0.05353729576861872,0.02566001196398337,0.0,0.0,0.09999999999999999,0.0," I am not kidding about this - also, ours were the only orders he was working on",0.44247542670317275
2451,312,Matching Half,2.0 star rating,1/5/2019,0.0,0.0,0.006997970882623409,0.0,0.0,0.0,0.0,0.011215443081840885,0.0,0.0,0.0,0.0,0.028927842707018585,0.13359119607824657,0.0,0.01841149235796647," As I watched him slowly wrap each sandwich in foil paper, I wanted to snatch it out of his hands, he was SO slow",0.19914394510769592
2452,312,Matching Half,2.0 star rating,1/5/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017733172553297715,0.0,0.0,0.07980868844676221,0.0,0.0,0.0,0.0,0.0," Call me impatient, but it really got on my nerves",0.09754186100005993
2453,312,Matching Half,2.0 star rating,1/5/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02566001196398337,0.0,0.17175134664318156,0.0,0.05207556439232955,"The bagels themselves were too chewy, the avocado was browning and stale",0.2494869229994945
2454,312,Matching Half,2.0 star rating,1/5/2019,0.0,0.0,0.0,0.02184260141652595,0.0,0.06237828615518053,0.09905360646879093,0.03546634510659543,0.08437091338285338,0.04767312946227962,0.3990434422338111,0.0,0.0,0.0,0.0,0.0, Would I come back to this place? Nope,0.749828324226037
2456,312,Matching Half,2.0 star rating,1/5/2019,0.0,0.0,0.0,0.0,0.0,0.012732914342459056,0.0,0.0,0.0,0.11677484162422846,0.08145440155638434,0.0,0.0,0.0,0.0,0.0,"Totally meh experience, and way too overpriced for what we got, to be honest",0.21096215752307185
2458,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.01277648836392393,0.0,0.0,0.0,0.0,0.02047650389446504,0.0,0.0,0.0921551355168183,0.0,0.0,0.0,0.0,0.0,Environment: It's really warm in there,0.12540812777520727
2459,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.0,0.02522166361526592,0.0,0.3601412030328099,0.04575090108716776,0.01023825194723252,0.048711569553365,0.02752409412815902,0.03455817581880686,0.0,0.013203693325496159,0.0,0.0,0.0," There are several seatings for 1 person )the bar, 2 people, 4 people, and a group (big table towards the back)",0.5653495525083031
2460,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.0,0.0,0.0,0.17826080079442677,0.03235077240413131,0.057916299035075926,0.055110849845479294,0.038924947208076155,0.0,0.0,0.01867284217433178,0.0,0.0,0.0, I was sitting at the big table and there were several outlets nearby,0.38123651146152127
2461,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.0,0.02522166361526592,0.0,0.018007060151640497,0.25162995597942267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," HOWEVER, none of them work",0.29485867974632907
2462,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.0,0.0,0.0,0.022054054569561544,0.02801659073402629,0.07523547938632787,0.023863697995167382,0.0,0.0,0.0,0.0,0.0,0.0,0.0, There are no power to these outlets,0.14916982268508308
2463,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.0,0.0,0.0,0.031189143077590267,0.5547001962252291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, WiFi: There is WiFi,0.5858893393028194
2464,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.013344606874422758,0.05268633697738322,0.0,0.01880776093110498,0.011946314428672727,0.0,0.010175515014927262,0.0,0.0,0.0,0.013790807904361583,0.011579473428470963,0.0,0.0," It says that it's a 2 hours limit however when I asked for clarification with the staff, they said that it's a honor system",0.1323308155593435
2465,313,Matching Half,2.0 star rating,11/24/2018,0.02608202654786505,0.0,0.02509252501860167,0.06604581866838263,0.07796811755854503,0.05894194013465395,0.02995099533491195,0.0,0.012755683125622932,0.0,0.06032969774067616,0.03253000243161777,0.0,0.0,0.08451542547285165,0.0, There wasn't that many people that day so the staff said that it's okay,0.47421223203372875
2466,313,Matching Half,2.0 star rating,11/24/2018,0.03450327796711771,0.0,0.0,0.0,0.05157106231293967,0.06237828615518053,0.29716081940637273,0.0,0.0,0.0,0.05985651633507166,0.014344382763731175,0.0,0.0,0.11180339887498948,0.0, I'm thinking it's because their WiFi is not that strong,0.6316177438154029
2467,313,Matching Half,2.0 star rating,11/24/2018,0.02608202654786505,0.0,0.0,0.0,0.03898405877927252,0.047153552107723165,0.14975497667455975,0.0,0.0,0.0,0.045247273305507124,0.01084333414387259,0.0,0.0,0.08451542547285165,0.0," Granted, we didn't stay long anyway because my friend's laptop died",0.40258064703165186
2468,313,Matching Half,2.0 star rating,11/24/2018,0.03086066999241838,0.0,0.3364852612641335,0.0,0.13837968120433275,0.0,0.017719247798458352,0.0,0.0,0.0,0.0,0.012830005981991684,0.0,0.0,0.0,0.0, Order: I bought a cold chai latte ($5,0.5362748662413346
2470,313,Matching Half,2.0 star rating,11/24/2018,0.09258200997725514,0.0,0.039586501325192175,0.07814646651645635,0.13837968120433275,0.027896417632583534,0.05315774339537505,0.06344412685745153,0.04527818343547365,0.17056057308448833,0.2141491830744749,0.03849001794597506,0.04091014748646131,0.06870053865727263,0.0,0.3124533863539773, It tasted very good! One of the best I've had,1.3837349769467697
2471,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.0,0.02522166361526592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298142396999972,0.10562954660396927,0.0,0.0,0.13445852909056288, I also ordered their poptart-like pastry,0.5634521363097701
2472,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.026689213748845517,0.06585792122172902,0.0,0.0,0.0,0.0,0.010175515014927262,0.028747978728803452,0.03609483744385666,0.0,0.0,0.05789736714235482,0.0,0.017554669175502146, Ask the staff for their recommendation and they said the one with brown sugar filling (other options were apricot and Nutella),0.2430175024760189
2473,313,Matching Half,2.0 star rating,11/24/2018,0.039840953644479794,0.0,0.0,0.0,0.059549133417541374,0.054021180454921484,0.02287545054358388,0.0,0.0,0.11009637651263608,0.06911635163761372,0.016563466499998444,0.0,0.0,0.12909944487358058,0.0, Not worth the money at all,0.5011623575843553
2474,313,Matching Half,2.0 star rating,11/24/2018,0.028171808490950558,0.0,0.027103024685644888,0.017834409375160544,0.12632278815997786,0.03819874302737716,0.04852615860619697,0.0,0.08266627476821894,0.0,0.1466179228014918,0.046848557928420444,0.01867284217433178,0.03135736227945325,0.09128709291752769,0.04753826885415285," It looks cute, but it didn't taste like anything",0.7511452540689048
2475,313,Matching Half,2.0 star rating,11/24/2018,0.03086066999241838,0.0,0.009896625331298044,0.0,0.13837968120433275,0.0418446264488753,0.017719247798458352,0.015861031714362882,0.0,0.0,0.12492035679344368,0.012830005981991684,0.0,0.034350269328636315,0.09999999999999999,0.026037782196164774, Couldn't really taste the brown sugar,0.5527002967899822
2476,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.031750031750047626,0.0,0.0,0.20628424925175867,0.0,0.0,0.017733172553297715,0.016874182676570676,0.0,0.0,0.02868876552746235,0.0,0.03840476863212843,0.0,0.1746667529218746, The only delicious thing about it was the crust,0.51440192331314
2477,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.0,0.5251317537329331,0.0,0.0,0.02801659073402629,0.0,0.0,0.0,0.0,0.0,0.03234231136765754,0.0,0.0,0.0, Service: All of them were just chilling,0.5854906558346169
2478,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.0,0.02522166361526592,0.0,0.0,0.0,0.0,0.0,0.0,0.023038783879204574,0.0,0.0,0.0,0.0,0.0, They were helpful but seems uninterested,0.04826044749447049
2479,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.007376508996209601,0.0,0.0,0.031189143077590267,0.0,0.0,0.0,0.0,0.03990434422338111,0.191258436849749,0.015246311791544941,0.0,0.0,0.0776296679652776," It might be because it's two days before Thanksgiving? Back to the point, I asked them to heat up my pastry",0.3626044129037525
2480,313,Matching Half,2.0 star rating,11/24/2018,0.03086066999241838,0.0,0.009896625331298044,0.0,0.0,0.013948208816291767,0.0,0.0,0.01509272781182455,0.0,0.03569153051241248,0.0,0.0,0.0,0.0,0.026037782196164774, One of them put it on the grill and literally forgot about it,0.13152754466041
2481,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.0,0.007376508996209601,0.04368520283305189,0.0,0.010396381025863422,0.0,0.0,0.0,0.0,0.013301448074460369,0.00956292184248745,0.0,0.0,0.0,0.0," It took about 20 minutes for another staff to noticed it, looked a little confuse, and then yell out the order",0.08432246277207273
2482,313,Matching Half,2.0 star rating,11/24/2018,0.0,0.025923792368260635,0.00903434156188163,0.017834409375160544,0.0,0.0,0.0,0.04343722427630694,0.15155483707506806,0.0,0.16290880311276867,0.011712139482105111,0.0,0.015678681139726626,0.0,0.023769134427076424," Overall, the shop looks cute and super cozy",0.46185336281835465
2483,313,Matching Half,2.0 star rating,11/24/2018,0.039840953644479794,0.0,0.3449651858259461,0.05044332723053184,0.29774566708770683,0.018007060151640497,0.06862635163075165,0.02047650389446504,0.019484627821346003,0.05504818825631804,0.16127148715443204,0.04969039949999534,0.026407386650992317,0.0,0.0,0.26891705818112577, Chai Latte is good,1.4209241970297313
2484,313,Matching Half,2.0 star rating,11/24/2018,0.039840953644479794,0.0,0.0,0.0,0.059549133417541374,0.07202824060656199,0.02287545054358388,0.0,0.0,0.0,0.13823270327522744,0.016563466499998444,0.0,0.0,0.12909944487358058,0.0, Will I go back? Probably not,0.4781893928609735
2486,314,Matching Half,2.0 star rating,9/24/2018,0.0,0.0,0.0,0.02522166361526592,0.0,0.018007060151640497,0.25162995597942267,0.0,0.0,0.0,0.023038783879204574,0.0,0.0,0.0,0.0,0.0,I went here to do a little bit of work,0.31789746362553367
2487,314,Matching Half,2.0 star rating,9/24/2018,0.0,0.0,0.023471907897165214,0.03089010316076077,0.0,0.0,0.08404977220207886,0.0,0.0,0.0,0.0,0.0,0.04851346705148631,0.0,0.0,0.0, I ordered a cappuccino but while I was waiting for them to make it I realized that my laptop was dead and needed a charge,0.18692525031149115
2492,314,Matching Half,2.0 star rating,9/24/2018,0.0,0.0,0.0,0.0,0.0,0.022054054569561544,0.02801659073402629,0.07523547938632787,0.023863697995167382,0.0,0.0,0.0,0.0,0.0,0.0,0.0, but they have zero outlets,0.14916982268508308
2493,314,Matching Half,2.0 star rating,9/24/2018,0.0,0.0,0.008364175006200557,0.0,0.0,0.03536516408079238,0.014975497667455975,0.05362007375111091,0.025511366251245865,0.0,0.0,0.02168666828774518,0.01728769260487695,0.0,0.0,0.022005942406783077," Well, actually, they have a couple outlets but they block them up so you can't use them",0.1988165800562109
2494,314,Matching Half,2.0 star rating,9/24/2018,0.020806259464411975,0.019145989526687092,0.020016910311634134,0.02634316848869161,0.031098520678556143,0.10344268512107739,0.17919471643009088,0.06416103240209146,0.030526545044781785,0.0,0.03609483744385666,0.017299976536922734,0.0,0.0,0.06741998624632421,0.0, I didn't try a sip of the cappuccino because I needed to get work done so I left to find another cafe with outlets,0.6155506276951261
2495,314,Matching Half,2.0 star rating,9/24/2018,0.019138975058773818,0.0,0.04296338537037365,0.012116095291816412,0.028606478384531155,0.06920249514094427,0.01098901098901099,0.00983659429501009,0.009360112441834116,0.0,0.03320242135642289,0.11139564707280068,0.0,0.010651566348113083,0.15504341823651058,0.032295894039929156," I did eat a chocolate croissant while I waited, and it was similar to what you would get at Peet's or Starbucks, except they didn't offer to heat it up",0.5448020940260709
2496,314,Matching Half,2.0 star rating,9/24/2018,0.0,0.0,0.01277648836392393,0.0,0.059549133417541374,0.0,0.0,0.0,0.019484627821346003,0.0,0.04607756775840915,0.016563466499998444,0.0,0.0,0.0,0.03361463227264072, One star for sunshine,0.18806591613385962
2498,315,Matching Half,2.0 star rating,9/18/2018,0.0,0.0,0.00903434156188163,0.42802582500385306,0.12632278815997786,0.012732914342459056,0.06470154480826262,0.02895814951753796,0.013777712461369824,0.2724746304565331,0.16290880311276867,0.035136418446315335,0.11203705304599068,0.015678681139726626,0.0,0.30899874755199347,"Food is good, if a bit pricey, and the service is friendly",1.59078760960867
2499,315,Matching Half,2.0 star rating,9/18/2018,0.028171808490950558,0.0,0.004517170780940815,0.05350322812548164,0.04210759605332595,0.08913040039721339,0.2588061792330505,0.06515583641446042,0.22044339938191718,0.019462473604038077,0.1954905637353224,0.0058560697410525555,0.0,0.007839340569863313,0.045643546458763846,0.035653701640614634,"  Not a great place to work as they play loud, distracting music (despite asking them to turn it down several times), their wi-fi is painfully slow and takes minutes to load a single page, and no outlets for charging",1.0717813146269952
2500,315,Matching Half,2.0 star rating,9/18/2018,0.0,0.0,0.0,0.027628948199776883,0.0,0.06904011127584127,0.2631174057921088,0.02243088616368177,0.07470519127640761,0.030151134457776365,0.227139509306281,0.0,0.0,0.0,0.0,0.0, Wish they would make it more work-friendly considering the majority of the people who come here are looking for a quiet place to work,0.7142131864718737
2502,316,Matching Half,2.0 star rating,9/17/2018,0.0,0.0,0.0,0.0,0.0,0.013948208816291767,0.0,0.0,0.0,0.0,0.03569153051241248,0.0,0.0,0.0,0.0,0.0,"Seems to be run by hipster zombies, consistently",0.04963973932870425
2504,316,Matching Half,2.0 star rating,9/17/2018,0.0,0.0,0.019793250662596087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15396007178390023,0.0,0.017175134664318158,0.049999999999999996,0.0, The pop-tarts from Black Jet Bakery are tasty,0.24092845711081448
2507,317,Sightglass 2,2.0 star rating,10/8/2018,0.028171808490950558,0.0,0.16261814811386932,0.03566881875032109,0.0,0.06366457171229528,0.0,0.0,0.013777712461369824,0.19462473604038077,0.0,0.0,0.0,0.0627147245589065,0.0,0.023769134427076424,Expensive and very limited milk and sugar options,0.5850096545551697
2508,317,Sightglass 2,2.0 star rating,10/8/2018,0.01259881576697424,0.011593472394004206,0.2545376634904186,0.007975790340283704,0.018831089428867735,0.017082997212852287,0.02893541048810476,0.0323761954119088,0.08010054425897904,0.0,0.08014053473652161,0.04190262407031393,0.016701497773972333,0.021035158095583564,0.10206207261596575,0.03188964020716403,"They only offer: - whole milk, almond milk- raw sugarWhy can't they offer soy/nonfat milk or stevia/splenda like a normal coffee shop?? I shouldn't have to pay $5 for a small coffee and still provide 2/3 of the ingredients",0.7577635062919146
2510,318,Philz 1,2.0 star rating,10/24/2018,0.0,0.0,0.0,0.03089010316076077,0.07293249574894727,0.0,0.0,0.07523547938632787,0.19090958396133906,0.0,0.14108316199577506,0.0,0.03234231136765754,0.027156272329678422,0.0,0.12350804543889274,"Coffee was great, usual",0.6940574533893787
2511,318,Philz 1,2.0 star rating,10/24/2018,0.0,0.0,0.0,0.02184260141652595,0.0,0.0,0.019810721293758184,0.0,0.0,0.0,0.0,0.0,0.06860840306195223,0.0,0.0,0.0," Ordered the Ether here, 3 to be exact for some co-workers",0.11026172577223636
2512,318,Philz 1,2.0 star rating,10/24/2018,0.0,0.0,0.0,0.058246937110735864,0.0,0.0,0.013207147529172122,0.0,0.011249455117713783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  This review is mainly for the baristas that constantly talked loudly to each other and ignored me when I had a question,0.08270353975762178
2513,318,Philz 1,2.0 star rating,10/24/2018,0.020806259464411975,0.0,0.30025365467451204,0.0,0.217689644749893,0.02821164139665747,0.011946314428672727,0.0,0.0,0.0,0.03609483744385666,0.025949964805384102,0.0,0.0,0.06741998624632421,0.0, I also received the wrong drinks as I explicitly asked for iced drinks not hot,0.7083723032097122
2514,318,Philz 1,2.0 star rating,10/24/2018,0.0,0.0,0.03336151718605689,0.0,0.0,0.0,0.0,0.0,0.010175515014927262,0.0,0.0,0.0,0.0,0.03473842028541289,0.0,0.0," When I asked if they could change it to ice, they made a remark that I was never told them that and that I asked for hot",0.07827545248639704
2515,318,Philz 1,2.0 star rating,10/24/2018,0.0,0.036661778755338326,0.0,0.0,0.0,0.0,0.0,0.0,0.019484627821346003,0.0,0.0,0.0,0.0,0.0,0.0,0.0, The employees need an attitude change here,0.05614640657668433
2517,319,Philz 1,2.0 star rating,1/12/2018,0.0,0.0,0.00903434156188163,0.017834409375160544,0.0,0.012732914342459056,0.0,0.0,0.0,0.0,0.016290880311276866,0.0,0.0,0.0,0.0,0.0,I wish they would have warned me that my order was gonna take 15 minutes,0.055892545590778095
2518,319,Philz 1,2.0 star rating,1/12/2018,0.0,0.0,0.01277648836392393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Walked in with two kids and there was no line,0.01277648836392393
2519,319,Philz 1,2.0 star rating,1/12/2018,0.0,0.0,0.24275327891455467,0.0,0.1786474002526241,0.0,0.0,0.0,0.0,0.0,0.0,0.016563466499998444,0.0,0.0,0.0,0.0, We waited for-ever for the drinks,0.43796414566717723
2520,319,Philz 1,2.0 star rating,1/12/2018,0.039840953644479794,0.0,0.02555297672784786,0.02522166361526592,0.059549133417541374,0.0,0.02287545054358388,0.061429511683395124,0.0,0.1651445647689541,0.06911635163761372,0.0,0.026407386650992317,0.0443460070158493,0.0,0.0, Kids did their best to be patient,0.5394839997055234
2523,319,Philz 1,2.0 star rating,1/12/2018,0.0,0.0,0.0,0.0,0.10314212462587934,0.0,0.0,0.26599758829946574,0.03374836535314135,0.0,0.11971303267014331,0.0,0.022869467687317412,0.0,0.0,0.0, usually a better experience at mission location,0.5454705786359472
2525,320,,2.0 star rating,12/15/2018,0.0,0.0,0.0,0.0,0.0,0.022054054569561544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,My mama and Blockbuster Video both taught me a common lesson growing up,0.022054054569561544
2526,320,,2.0 star rating,12/15/2018,0.0,0.0,0.0,0.02522166361526592,0.0,0.0,0.0,0.0,0.0,0.0,0.023038783879204574,0.0,0.0,0.0,0.0,0.0," Be kind, please rewind",0.04826044749447049
2528,320,,2.0 star rating,12/15/2018,0.0,0.0,0.0,0.5869119600544547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03234231136765754,0.0,0.0,0.0,Customer service,0.6192542714221122
2529,320,,2.0 star rating,12/15/2018,0.0,0.0,0.0,0.03089010316076077,0.0,0.04410810913912309,0.0,0.0,0.023863697995167382,0.0,0.0,0.0,0.0,0.054312544659356844,0.0,0.0,It is very hard to do,0.15317445495440807
2530,320,,2.0 star rating,12/15/2018,0.0,0.0,0.009896625331298044,0.0,0.0,0.0,0.0,0.0,0.21129818936554373,0.0,0.0,0.0,0.0,0.017175134664318158,0.0,0.0,Tiny tiny spot,0.23836994936115993
2532,321,,2.0 star rating,5/24/2019,0.0,0.0,0.01806868312376326,0.017834409375160544,0.0,0.07639748605475433,0.11322770341445959,0.02895814951753796,0.09644398722958876,0.038924947208076155,0.27694496529170676,0.035136418446315335,0.01867284217433178,0.04703604341917988,0.0,0.0,I'm legit confused why people like this place so much,0.7676456352548744
2533,321,,2.0 star rating,5/24/2019,0.01844277783908294,0.0,0.10645856758647805,0.01167536156235761,0.13782946160499282,0.04167824556550535,0.010589275952301446,0.01895755887856666,0.10823556044153751,0.10192943828752513,0.06398930756905029,0.007667395103803936,0.024448489343954046,0.02052821231996393,0.05976143046671968,0.01556055110223693, Cute plates and cups but what's on the plates and inside those cups do not justify the high prices,0.7477516336240763
2534,321,,2.0 star rating,5/24/2019,0.0,0.0,0.013995941765246819,0.04144342229966532,0.0,0.019725746078811793,0.0,0.10093898773656797,0.021344340364687887,0.0,0.02523772325625344,0.1723715004180755,0.0,0.012144654188931507,0.0,0.05523447707389941," Especially in a neighborhood of high quality establishments where you can get bread (tartine, thorough) and coffee (tartine, ritual, etc!)",0.4624367931821397
