Coffee,Description,scores,valid_date,polarity_textblob,subjectivity_textblob,neg_nltk,neu_nltk,pos_nltk,compound_nltk,value_flair,score_flair,flesch,kincaid_grade,coleman_liau_index,ari,dale_chall_readability,difficult_words,text_standard,flesch_corrected,kincaid_grade_corrected,ari_corrected,dale_chall_readability_corrected,len_review
Little,"Milk tea literally runs through my veins! I can honestly drink it everyday and not feel guilty at all. I'm so glad Little Sweet opened up. It literally landed on one of my top 5 boba places in the Bay Area and it really does deserve to be up there. As you order, you can adjust the sweetness through 25% increments and you can adjust ice levels as well. My absolute favorites from here are the Roasted Oolong Milk Tea and the Tie Kuan Yin Milk Tea. The tea flavors are remarkably pronounced and that's solely what I really look for when I wanna have a good authentic milk tea. And also, the drink ratios of milk and tea are pretty balanced in my opinion. It kinda sucks for me cause I always order the same thing once I think it's good, so I definitely need to explore the rest of their menu as well! In my belief, I bet their other drinks are pretty good as well, and they have a pretty large variety of drinks to select off from the menu; which can range from salted cheese drinks, brown sugar milk tea, and fruity drinks. They also have desserts such as eggettes as well! I will definitely be back again for more visits for sure! Oh, and also, parking can be quite a hassle just because there's mainly meter parking. But you may be lucky if you can find something within the residential neighborhoods as well.",4.0,2019-06-02,0.2922123015873016,0.6046250684181718,0.0,0.768,0.24766666666666667,0.9951,POSITIVE,0.9999674558639526,78.89,6.7,6.67,7.6,6.68,34,6th and 7th grade,78.89,6.7,7.6,6.68,1312
Little,"I used to come here all the time, place was one of the best boba places you could go to. But after multiple price increases in a few months span, and a cup size change (less drink now) the quality has gone down and simply isn't as good anymore. For new people I would recommend the white gourd milk tea and okinawa milk tea.",3.0,2019-05-18,1.0,0.22626262626262628,0.0,0.862,0.175,0.6479,NEGATIVE,0.9999948740005493,75.24,8.1,5.63,8.5,6.67,8,8th and 9th grade,75.24,8.1,8.5,6.67,324
Little,"The prices used to be really cheap which is why I'm giving it 5 stars! Its still cheap but it did go up. I give them credit though, for starting off at such a cheap price for quality tea & boba, and prices are still cheap too, atleast for most boba places. I recommend this place especially if you like more natural n ""healthy"" teas! Btw their teas can run a little bitter though, so keep that in mind if you adjust the sugar levels. I usually get the jasmine green tea and it doesn't disappoint, very refreshing taste. If it wasn't for the price I probably would've just gave it 4 stars though (charging station is a MAJOR plus!!!)",5.0,2019-05-17,0.28875,0.55,0.0,0.787,0.22999999999999998,0.9616,POSITIVE,0.9983536005020142,79.6,6.4,6.32,7.4,6.47,15,6th and 7th grade,79.6,6.4,7.4,6.47,632
Little,"My love for boba has made me do crazy things. I would drive miles and miles for a good boba place or I would pay crazy amount of money for boba. Today I paid the most I ever paid for boba, $6.85 for a tie kuan yin milk tea with boba and egg pudding 75% sweetness and regular ice. I like it a lot, it reminds me of TP tea in Cupertino, they have the same exact flavor. Super creamy and good tea flavor. But I don't know how I feel about paying almost $7 for a cup of boba... the time will eventually come where boba prices be close to $10 and I'm not ready for it.There's very limited metered parking, you can order take out on yelp and park in red zone and run like hell inside and pick it up. That's what I did.",5.0,2019-05-12,0.38055555555555554,0.4541772330233869,0.16474999999999998,0.766,0.27080000000000004,0.84,POSITIVE,0.9506708383560181,84.0,6.8,4.12,7.2,5.97,12,6th and 7th grade,84.0,6.8,7.2,5.97,712
Little,"Little Sweet was a stop on my way to dinner. I ordered two drinks - a regular milk tea for my man and a White Gourd Milk tea for me. When I went to order I told the guy taking my order I don't really like sweet drinks so I wanted to go for 25% sweetness for my White Gourd Milk Tea. He said the drink isn't that sweet and told me 50% would be not sweet already, and I hesitated and he said 50% is the best since they basically water it down to tone down the sweetness so it won't be sweet. So I agreed for 50% sweetness with his reassurance.For toppings, I asked about white boba - like was it the type that's crunchy, bouncy from other places like agar boba? He said the difference was that it is cooked vs uncooked and that he would not define any of the boba toppings as crunchy or bouncy. I was thinking...why would I want to eat uncooked boba aka tapioca starch balls!? Turns out it is NOT uncooked boba - so do not be alarmed since he wasn't good at describing...After I ordered and tried it in my drink I can confirm that it is actually the clear agar boba balls that is offered at other places. I tend to prefer it to actual boba since it is less sweet and has a smooth bouncy crunchy texture - hard to describe but that's what I would say. PS: If you don't like sweet drinks - DO NOT ORDER 50% White Gourd Milk Tea - it is waaaay tooo sweet despite his reassurances - tastes like 100% sweetness. White gourd lovers - we knowww that the drink is sweet already - so I can't imagine what actual 100% tastes like. If you decide to come here maybe opt for 25% sweetness if you have tastebuds like me! The other order of milk tea was decent but nothing to write home about. Would I come here again? No. But if you do, I hope you get a more helpful person taking your order.",3.0,2019-05-02,0.2406635802469136,0.3468898385565051,0.2352,0.767,0.25525,-0.7306,NEGATIVE,0.9989387392997742,73.61,8.7,6.1,9.5,5.92,25,8th and 9th grade,73.61,8.7,9.5,5.92,1776
Little,"Pro:Variety of flavorsGood sizeGreat quality of tapioca, chewy and warmEgg waffles also availableThai ice tea boba was delicious, not too sweet. Served it unmixed so I got to mix it all myself which I thought was cool/differentCon:A little pricey Despite cost, I thought the boba was quite good! Recommend drinking this boba while waiting in line for Burma superstar.",4.0,2019-04-26,0.509375,0.6875,0.0,0.807,0.1535,0.8168,POSITIVE,0.9993870258331299,59.94,9.8,12.18,13.1,9.16,17,12th and 13th grade,59.94,9.8,13.1,9.16,367
Little,Better than boba guys from my perspective. I love the white boba here and their milk oolong drinks are always amazing. I think this place is really underrated and I wish more people would discover this place since its not that far away from golden gate bridge and de young museum.,5.0,2019-04-21,0.3688888888888889,0.5111111111111112,0.0,0.76,0.3735,0.9308,POSITIVE,0.999239444732666,71.14,7.6,8.23,8.3,6.34,6,7th and 8th grade,71.14,7.6,8.3,6.34,280
Little,"I thought the place was quite decent - had a lot of options with various toppings. Came around at noon and it wasn't quite as packed as some of the reviews I read claimed to have experienced, so it wasn't a negative aspect of my visit. I did get a bit bored of boba when my friends wanted to come, so I decided to opt for the banana shake instead - which was delicious and the strong scent and taste of banana definitely hit the spot.",4.0,2019-04-20,0.24166666666666667,0.7125,0.0,0.779,0.1915,0.9226,NEGATIVE,0.71360182762146,68.44,10.7,6.51,12.1,7.47,13,10th and 11th grade,68.44,10.7,12.1,7.47,434
Little,I've been coming here for years and it never disappoints !! My go to is their white gourd milk tea (wintermelon) with salted cheese and boba. It's super creamy and the wintermelon flavor doesn't taste watered down like other places. Their brown sugar milk tea is just as good !' I honestly recommend anything on their menu.,5.0,2019-04-19,0.7375,0.47175925925925927,0.0,0.737,0.3745,0.9506,POSITIVE,0.9986862540245056,68.77,6.4,8.45,6.9,6.77,9,6th and 7th grade,68.77,6.4,6.9,6.77,323
Little,Absolutely love this place.  My boss took me here a few days ago and bought me a drink.  I am thinking I want to come here every day before work for a jasmine milk tea.  It's really well made.  They are really popular.  I wish they had an online order for pick up app.  Great business. Boba is taking over!  I used to go to Starbucks but now just boba.,5.0,2019-04-14,0.38,0.51,0.0,0.82,0.5174000000000001,0.858,POSITIVE,0.9994244575500488,61.33,13.4,5.93,15.1,6.95,7,-1th and 0th grade,61.33,13.4,14.0,6.95,352
Little,"The boba was decent.The 45-minute wait (no joke) for 2 cups of boba with 10 total people in the shop was straight up indecent.Actually, I take back the first thing I said, I ordered both drinks (white gourd and tie kuan yin) with less ice and 25% sugar. One drink was inexplicably much sweeter and had 3x as much ice as the other one.Hard. Pass.",1.0,2019-04-05,-0.06250000000000001,0.2583333333333333,1.0,0.969,0.0,0.2263,NEGATIVE,0.9999878406524658,63.87,12.4,7.15,15.2,7.19,8,7th and 8th grade,63.87,12.4,14.0,7.19,345
Little,"Their drinks are good.  The staff is very friendly.  But the prices are getting way TOO HIGH.  I remember when most drinks were only $4 or $5.  These days, drinks start at $5 and up.  And depending on what toppings you add, you can end paying almost $10 for ONE drink.  YIKES!!!",3.0,2019-04-02,0.399375,0.658,0.0,0.871,0.479,0.8057,NEGATIVE,0.9999456405639648,52.54,18.8,7.27,25.2,7.13,3,18th and 19th grade,52.54,18.8,14.0,7.13,278
Little,"DO NOT WASTE YOUR TIME! We waited for 40 min, they forgot to make one of our two drinks and completely made the other one wrong! Everyone in line had a similar experience--drink issues, missing drinks, and waiting 30 + min for boba!!",1.0,2019-04-01,0.0,0.3541666666666667,0.0,0.803,0.0,-0.5564,NEGATIVE,0.9999864101409912,74.19,6.4,7.13,7.0,7.34,8,6th and 7th grade,74.19,6.4,7.0,7.34,233
Little,"I am giving Little Sweet 2/5 stars because we waited 25 minutes for our bubble tea after waiting in a slow moving line to order, and it was just ridiculous. We went at 1:30pm on a Sunday for reference. Unless you are prepared to wait that long (which we weren't), I would not recommend coming here - no matter how good the tea is. That being said, the tea, the slushy and the boba were all really good. I also thought the size of the teas for the price were great. The boba tasted fresh and there was almost too much of it which is always my favorite.",2.0,2019-03-31,0.40812499999999996,0.6000000000000001,0.0,0.741,0.2486,0.9567,NEGATIVE,0.9999676942825317,78.79,6.7,5.62,7.0,6.0,10,6th and 7th grade,78.79,6.7,7.0,6.0,551
Little,"We waited 45 min for our one drink and one ice cream.  They then called the number after us and told us they forgot to make our 1 drink and the ice cream was completely melted.  Andddd our friends drinks were wrong. Horrible service, unbelievably slow.",1.0,2019-03-31,-0.575,0.6749999999999999,0.42100000000000004,0.788,0.304,-0.4939,NEGATIVE,0.9999901056289673,73.51,8.7,8.48,11.3,6.84,6,8th and 9th grade,73.51,8.7,11.3,6.84,252
Little,"DON'T WASTE YOUR TIME. Waited for 45min for two drinks, then was told that they didn't have the order even though I have the number printed out.",1.0,2019-03-31,-0.2,0.0,0.0,0.852,0.437,0.4896,NEGATIVE,0.9999887943267822,91.61,3.8,6.43,5.9,5.48,2,5th and 6th grade,91.61,3.8,5.9,5.48,144
Little,The wait was incredibly long. Waited over 30 minutes (from the time of payment) to get 2 cups just to find out that they didn't even start on it. We couldn't wait longer so had to get a refund.,1.0,2019-03-31,0.0,0.4,0.0,1.0,0.0,0.0,NEGATIVE,0.9998592138290405,92.12,3.6,3.81,3.8,5.9,4,3rd and 4th grade,92.12,3.6,3.8,5.9,193
Little,"Longest line I've ever seen and longer wait than boba guys which makes no sense.45 min - This is the longest I've ever waited for boba. I'm still waiting right now but I can't imagine non dairy milk tea to significantly blow things out of the water.--Just got the boba. High mountain tea and white gourd (winter melon) tea at 25% sweet. The high mountain is insanely bitter with very strong tea flavor. I can't even taste the milk in the milk tea. It's non dairy but it tastes like full blown iced tea on steroids. (think Chinese medicine level bitterness) The white gourd is pretty good and I would order it again.  It has a unique flavor and it is creamy. Either way, this is 45 min I'll never get back in my life. Please, please, please hire another person in the back. It shouldn't take this long to make two drinks when most of these items are premade.",1.0,2019-03-31,0.27080498866213154,0.4802248677248677,0.159,0.808,0.29960000000000003,0.9772,NEGATIVE,0.9998587369918823,87.35,5.5,6.73,8.1,5.71,12,7th and 8th grade,87.35,5.5,8.1,5.71,857
Back,"It's a bar, restaurant, and cafe! This place has it all. They serve coffee, tea, Japanese desserts, beer on tap (including a matcha IPA from Kyoto), and Japanese curry. I had the black sesame latte, which has no coffee but good black sesame flavor! The second time I went back, I added a shot of espresso for $1. I also got the katsu curry, which was amazing. I think they make it really authentic, tastes like it's from scratch! I enjoyed the atmosphere, they play chillhop which makes it easy to concentrate while studying, and the workers are Japanese provided good service. There are a good amount of tables and outlets and it's pretty spacious for a small cafe. It's clean and aesthetic, I highly recommend!",5.0,2019-05-27,0.4283333333333334,0.4716666666666667,0.0,0.689,0.28925,0.9931,POSITIVE,0.9996651411056519,75.61,5.8,7.47,6.8,7.27,24,6th and 7th grade,75.61,5.8,6.8,7.27,712
Back,"I thought the curry was just okay. The flavors weren't all there and it was lacking something. Maybe we came on an off day. Cute idea with having it inside of a coffee shop, but if I want quick Japanese curry I'll go to Volcano instead.",2.0,2019-05-27,0.38888888888888884,0.5,0.0,0.891,0.21800000000000003,0.4404,NEGATIVE,0.9999905824661255,85.18,4.2,4.74,3.9,6.27,6,4th and 5th grade,85.18,4.2,3.9,6.27,236
Back,"Pretty good. There aren't that many tables, but it's nice that the place is spacious. They are open in the morning, and I would say they aren't that busy early in the day. It's a nice place to pull out your laptop and drink some coffee. Now for lunch, I had their curry. My friends ordered curry with add ons. I would say the curry has rich flavor. If you order their regular curry with no add ons, you will only get rice and curry. There aren't any meat in it, so if you want something tender in your curry, you need to order add ons. I would say the curry is mild to hot in spice level. I was a bit surprised that there was only one worker. As the they went on, more and more people showed up. Some came to get curry and some got coffee to go. Seeing how there's a lot of people, I think this place is highly recommended.",5.0,2019-05-19,0.4216666666666667,0.6564957264957265,0.121,0.829,0.3581428571428572,0.9736,POSITIVE,0.9998667240142822,92.42,3.5,3.99,3.7,5.32,11,3rd and 4th grade,92.42,3.5,3.7,5.32,823
Back,First time here and first impression. Very Kool vibe and order the katsu curry with egg. Very tasty. Also order a hojicha latte. Loving this place remind me of Japan. Highly recommend for lunch or first date. They also have beer here.,5.0,2019-05-17,0.29100000000000004,0.44142857142857145,0.0,0.816,0.329,0.8221,POSITIVE,0.9980934262275696,81.29,3.7,5.75,3.7,6.99,8,3rd and 4th grade,81.29,3.7,3.7,6.99,234
Back,"Great little place. A friend of mine spotted it a little while ago, and we came here to try it. Good, simple, strong curry with tasty toppings that you can add on. They've got a great selection of beers. I'm looking forward to coming back to try more.",5.0,2019-05-14,0.3093055555555556,0.5211640211640212,0.0,0.698,0.42300000000000004,0.954,POSITIVE,0.9997984766960144,95.57,2.3,4.67,3.4,5.76,5,4th and 5th grade,95.57,2.3,3.4,5.76,251
Back,"I kept walking past this place for the past couple months and I finally had time to stop by for a late lunch. Prices are nice, friendly staff, & quick service. Tasty pork katsu! They have tofu options as well if you're into that. Definitely will be back",5.0,2019-04-08,0.11805555555555555,0.5111111111111111,0.104,0.746,0.35550000000000004,0.8356,POSITIVE,0.9998923540115356,87.31,3.4,5.36,3.9,6.12,6,3rd and 4th grade,87.31,3.4,3.9,6.12,253
Back,"I always order the Kinako Latte and Katsu Curry with Omelette. Quiet place to read a book or get work done, there is wifi and outlets.",5.0,2019-04-08,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,POSITIVE,0.9991612434387207,83.66,4.8,5.5,4.8,7.32,5,5th and 6th grade,83.66,4.8,4.8,7.32,134
Back,19.03.00     first visitCurry dish    Good strong curry made from scratch ... I did ask the guy           pork katsu was kinda dry ... which I normally never order this                    thin lean pork cuts fried will always be dry ...                     brined (texture alters)           tofu katsu was okConsidering I have tried quite a few japanese curry dishes           I love curry more in this place           and try the other toppings to make it my FAV dish ... getting close     hmmmm if they have these as topping ...          Chicken Katsu - Pre seasoned dark meat katsu or pan fried          Chunk of salmon poached in the sauce          Tater Tots or Fries for the beer drinkers,4.0,2019-04-03,0.1385185185185185,0.5027777777777778,0.145,0.857,0.326,0.9175,POSITIVE,0.7609128952026367,-6.19,26.9,12.32,28.6,8.49,15,26th and 27th grade,0.0,20.0,14.0,8.49,694
Back,"Fairly new to inner Richmond, nestled at the corner of 10th and Geary which you cannot miss. They were out of half of their topping options for their Japanese curry which made me hesitate but the outcome was good, keeping it to a minimal with just the scrambled egg option giving my palate more room to enjoy the flavors/spice in the curry sauce. Definitely took me back to the days I lived in Tokyo-- simplicity at its best. The egg was perfectly cooked and the roux was light to medium that did not leave me feeling guilty that I finished everything on my plate. Although next time I would love to try some of their toppings, seeing photos with the katsu, the batter looks light and fluffy-- possibly panko crusted?They also serve craft beers, draft of six and a couple bottled/canned options. Hope to see more Japanese & Japanese style beers to come!",4.0,2019-03-19,0.2488888888888889,0.44035812672176305,0.137,0.745,0.21549999999999997,0.9886,POSITIVE,0.9998950958251953,62.72,10.8,9.06,12.9,8.01,30,10th and 11th grade,62.72,10.8,12.9,8.01,853
Back,"First visit and extremely pleased. I had the scrambled eggs on regular curry but it's really curry omuraisu, or dressed egg. Just excellent flavor, beautiful presentation, mnmmm.....",5.0,2019-03-17,0.65,0.6017094017094017,0.0,0.648,0.5495,0.926,POSITIVE,0.9990805387496948,45.42,9.2,12.09,10.3,9.35,9,11th and 12th grade,45.42,9.2,10.3,9.35,182
Back,I realized it was a different business than coffee time only after the sign was changed. I ordered The Katsu pork w scrambled egg (beautifully circled around the rice) which was really good though slightly salty.  The pork portion was smaller but really  good quality and with the rice and egg I was full.  We will definitely be back for a repeat meal.,4.0,2019-03-14,0.40555555555555545,0.5574074074074074,0.0,0.845,0.21566666666666667,0.8731,POSITIVE,0.9995817542076111,56.42,13.2,9.47,16.0,7.96,11,8th and 9th grade,56.42,13.2,14.0,7.96,352
Back,"I came in and knew I wanted a katsu curry. It wasn't too crowded luckily when I came in so I ordered right away. I know other places do curry and it kind of tastes instant, but this one did not taste like an instant curry. I sat down and my katsu curry came to me. It was spicier than I expected, which was alright but not so good for my sensitive stomach. The katsu was crispy and delicious. I was glad that not all the rice was drenched in the curry sauce since I do not like sauce on all of my rice. I do wish there was a little bit more katsu because I definitely had more rice left over to eat. $12 isn't a lot for a meal, especially in SF, but I just wish there was a little more katsu. Other than that, it was a pretty solid katsu curry.",4.0,2019-03-10,0.2840897817460317,0.5930986887508627,0.17400000000000002,0.756,0.28240000000000004,0.9616,POSITIVE,0.9251364469528198,79.5,6.4,4.0,5.2,5.92,14,5th and 6th grade,79.5,6.4,5.2,5.92,744
Back,"Great Japanese curry and well priced, plus a great little craft beer list. This curry tastes so homemade and thick and way better than volcano curry both in flavor and texture.",5.0,2019-02-14,0.353125,0.49583333333333335,0.0,0.663,0.34,0.9217,POSITIVE,0.999404788017273,72.66,7.0,9.16,8.5,7.46,6,6th and 7th grade,72.66,7.0,8.5,7.46,176
Back,"I came here for the curry, and was surprised at how good it was. I've eaten at a few curry shops in SF, but this is the only one that actually makes a real Japanese curry that's worth paying restaurant prices.I had the regular curry with the scrambled egg. The egg was absolutely perfect. It was a shame to eat it. I'd love to see his omurice. That's probably be the best in SF.",5.0,2019-02-12,0.725,0.4342657342657343,0.383,0.7,0.41825,0.9622,POSITIVE,0.99996018409729,84.37,4.5,4.74,4.1,6.59,11,4th and 5th grade,84.37,4.5,4.1,6.59,378
Back,Tried their matcha latte with almond milk $5.15 which was pretty expensive in my opinion and my latte had only a hint of matcha flavor. I will probably go back to try their curry because I love Japanese curryLooks like they have a lot of toast options,3.0,2019-02-08,0.0,0.55,0.0,0.802,0.167,0.872,NEGATIVE,0.9993327260017395,64.54,10.1,7.96,10.9,8.16,10,7th and 8th grade,64.54,10.1,10.9,8.16,251
Back,"This place didn't quite do it for me... I'm not sure if they have a proper kitchen considering that our curry and matcha cheese cake slice were all served premade / microwaved and not fresh (we saw it and heard the beeps). You can tell the katsu was not fresh either because of how moist and non-crispy the bottom was: evidence of having been refrigerated and thrown into the oven prior to serving. I didn't order the swirled egg on top so can't speak to that, but I just couldn't get over the fact that the food was not made fresh.Utensils were also kind of grimy, so that really sealed the deal...it's a no from me.",2.0,2019-02-06,0.22222222222222224,0.4486111111111111,0.25266666666666665,0.891,0.0,-0.8394,NEGATIVE,0.9999903440475464,67.62,11.0,7.5,13.5,6.44,10,7th and 8th grade,67.62,11.0,13.5,6.44,617
Back,"Came here with some friends on a weekend. We got: matcha latte, latte, black sesame daifuku, matcha cheesecake, and two toasts. Atmosphere was good, we had a great time talking over some warm drinks and food.2 things that bothered me:- cheesecake slice came out with half of its crust missing. Didn't expect that kind of service here. - the water pitcher tip was crusting from the water buildup. Doesn't look like they clean it. Everything else was fine.The Daifuku sold there is just the 大福 brand unwrapped found in Asian grocery stores. Not freshly made in case anyone is wondering.From other people's reviews, it sounds like a lot of the stuff is not freshly made.Is it called Back Room or... Cutting Corners Cafe?",3.0,2019-02-02,0.18072916666666672,0.46249999999999997,0.2565,0.814,0.3242,0.7565,NEGATIVE,0.9999847412109375,81.33,5.7,9.1,9.2,6.34,15,6th and 7th grade,81.33,5.7,9.2,6.34,717
Back,"A unique concept! Back Room is a café, bar, and Japanese curry restaurant all rolled into one. I had a regular-size Japanese curry with (pork) katsu. The curry was served hot (temperature) and mild in a bowl with rice and perfectly cooked katsu on top. Pickled radish on the side, too!",4.0,2019-01-31,0.33854166666666663,0.48125,0.0,0.87,0.273,0.7639,POSITIVE,0.9999964237213135,78.04,4.9,6.47,5.4,6.93,9,6th and 7th grade,78.04,4.9,5.4,6.93,285
Back,"Japanese owned cafe that took over what used to be a coffee shop - they should definitely put clearer signage on the sidewalk or promote the ownership change! I had the curry with katsu, and the hojicha latte. The katsu breading was delicious and the meat cooked well. The curry was flavorful but I would've liked a little self-serve section where I could get more ginger and toppings :)The Hojicha latte was tasty and authentic but I would've liked a stronger tea flavor. The vibe is great, and the owners are very friendly. Will be coming back!",4.0,2019-01-28,0.6875,0.6041666666666666,0.0,0.732,0.3345,0.9823,NEGATIVE,0.631343424320221,72.16,7.2,8.76,8.7,7.56,19,8th and 9th grade,72.16,7.2,8.7,7.56,546
Back,"Walked into this place ready to love it, but have to admit it was just okay.The Hojicha latte was so weak, and to my surprise, unsweetened.A big plus on the katsu curry was the light, crispy batter on the katsu. The pork was a little fatty between the crispy coat and meat. The portion is a little smaller than most places but it was enough food for me and at $11 (regular curry + katsu), it is a little cheaper than other places as well. The curry was not bad, it reminded me of curry from Tani's Kitchen but it was less savory than Tani's.",3.0,2019-01-22,0.007812499999999993,0.44439102564102567,0.252,0.819,0.2835,0.8183,NEGATIVE,0.999314546585083,70.47,9.9,6.39,11.4,7.2,15,6th and 7th grade,70.47,9.9,11.4,7.2,541
U :Dessert,"Walking in, we had no issues with the service. We were seated right away and the restaurant was about a little more than half-filled. It is a bit cramped inside, but not uncomfortable. Since the restaurant is small and gets pretty busy, I would say catch the waiters when you can. There was always one by the front and one making the rounds up and down. We came to try out the crepe cakes and bingsoo. 1)  The Pandan Crepe Cake-  The taste was a little disappointing. If you're a texture person, a bite through the layers of crepes and creme was pretty satisfying. But overall, you were hit with the same taste you'd typically get with any pandan pastry. Not mind-blowing, but not bad either.2) Volcano Bingsoo- Definitely for the gram. The dessert comes to you steaming and eventually fizzles out, so record it once you see it on the way to your table. As for the taste, I probably should've asked for more condensed milk, but the shaved ice is definitely top tier. It was all my favorite flavors textures, chocolate/corn flakes/condensed milk, etc. so my opinion on this dessert is bias if you're looking for something more on the ""what makes it different"" side. All in all, if you're looking for a place for the gram, this is definitely 5 stars. My standards aren't too high for a dessert, so taste-level, this might be disappointing to some people. But I would definitely comeback, overall, a solid restaurant.",4.0,2019-06-03,0.16550992063492062,0.5341524943310657,0.21199999999999997,0.809,0.2913333333333334,0.9855,NEGATIVE,0.9998168349266052,79.9,6.3,8.23,8.9,6.36,30,8th and 9th grade,79.9,6.3,8.9,6.36,1414
U :Dessert,"The host's lack of customer service skills completely ruined our experience here.It was our first time here. We were so excited that there wasn't a line. We waited at the sign that said something like ""please wait to be seated."" There were lots of empty tables and the host did not greet us, or even look at us, and was just on his phone. We waited and nothing happened. So I went up to the host and asked if we were supposed to seat ourselves, and he was very rude, giving off attitude, and told me to wait in line. Uhh I was already in line and he didn't do anything. I'm really annoyed but whatever, I get back in line.  After a bit, he comes over and asks if we had a reservation. We didn't, so he said we'd have to wait. Then after a minute he ends up seating us anyways. It definitely soured our experience here, which is pretty disappointing because the person who took our order and delivered our dessert was sooo nice, and the bingsoo was pretty good too. Another thing that could have been improved - We didn't get waters until about halfway through our dessert and also didn't get refills until we were paying.The menu items are on the pricey end, but it does taste and look good. Very aesthetic for those Instagram pics.Mightttt come back but not super interested if that's how customers get treated. I'd rather go to Mandro for bingsoo.",2.0,2019-06-03,0.155,0.5572222222222223,0.27425,0.795,0.2528,0.941,NEGATIVE,0.9999897480010986,78.79,6.7,7.07,8.3,6.36,29,6th and 7th grade,78.79,6.7,8.3,6.36,1349
U :Dessert,"Love the Thai tea bread box, and service is always great. The bannoffee pie was *not* good though. Many confusing flavors that weren't incorporated well together, as well as an overbearing hojicha flavor. Cheese tea is worth a try for fun.",4.0,2019-06-03,0.20000000000000004,0.45000000000000007,0.315,0.593,0.4386666666666667,0.9165,NEGATIVE,0.9948208332061768,77.94,4.9,8.09,6.5,7.23,8,6th and 7th grade,77.94,4.9,6.5,7.23,239
U :Dessert,"I have been to U:Dessert Story a handful of times because there's always someone wanting to go! My experiences at Dessert Story have ranged from disappointing to great. What I love most about Dessert Story is how cute everything is and how visually appealing each dish is. One of the complaints that I have was that I came here on a Saturday afternoon and they were almost out of everything.Some of the items that I have had:-Mango sticky rice bingsoo (4 out of 5): love the presentation. The mango tasted quite fresh!-Igloos Kakigori (3.5 out of 5): snow ice on fire! It's good but not as good at the mango bingsoo-Volcano Bingsoo (3 out of 5): disappointing- wasn't much dry ice when it arrived at our table. The bingsoo overall was meh-Warabimochi (2.5 out of 5): we ordered this when we were told everything else was pretty much sold out. I was excited for this dish because I love Mochi and matcha. This dish is visually appealing, but didn't taste so great. We were struggling to finish this.",4.0,2019-06-03,0.3708333333333334,0.6083333333333332,0.18425,0.759,0.26671428571428574,0.9739,NEGATIVE,0.9981189370155334,70.33,7.9,7.94,9.2,5.94,16,7th and 8th grade,70.33,7.9,9.2,5.94,998
U :Dessert,The tables were far too close to each other meaning too many people were crammed into the store. So it got too loud very quickly. The dessert was good but I feel it's too expensive for what you get.,3.0,2019-06-03,0.2125,0.6607142857142857,0.0,0.95,0.14,0.2382,NEGATIVE,0.9998476505279541,92.12,3.6,5.03,4.4,5.5,3,5th and 6th grade,92.12,3.6,4.4,5.5,198
U :Dessert,"The IG hype was real. I was really excited to try this place out after seeing it so much on social media. When I arrived, I didn't know it was a restaurant type business. I thought it was like one of restaurants where you walk up to the register order then sit down. We came in and they asked if we had a reservation and I was like reservation? We didn't but they were able to find a table for 3 right by the door so I guess we were lucky. The menu is great but there's pictures of the desserts so you know what to expect. We ended up getting:[1] Coconut Pandan Crepe Cake ($12.75) - This was okay, I think I would have rather had the waffle version. The flavor is light and not as strong as I expected. Not enough pandan and plenty of coconut. [2] Igloos Kakigori ($14) - I was more excited about the marshmallow fluff on fire than actually eating it. The fire was a bit anti-climatic for me. Thought it would last longer. Inside the mountain was the flavorless ice which is why the wooden cups of a kiwi syrup and condense milk was needed. Eat the top and start pour down the center to get flavor. We didn't know it but at the bottom of the bowl there was popping boba that was pretty good. Definitely a fun gimmick that I probably won't be getting again. Overall the experience was fun but in terms of dessert quality I thought it was just in the okay range. I think I will have to try the thai tea crepe cake and the matcha lava cake that everyone raves about. Will definitely be back again!TIP: Make a reservation through the Yelp app! We definitely got lucky with seating but I'm not going to expect that next time.",3.0,2019-06-02,0.3092261904761905,0.4194320436507937,0.21199999999999997,0.8,0.20036363636363638,0.9933,NEGATIVE,0.9987008571624756,81.12,5.8,6.09,6.2,6.09,33,5th and 6th grade,81.12,5.8,6.2,6.09,1621
U :Dessert,"I've always been seated right away even when I'm with a group of people, the place is pretty clean, the staff is way friendly, cute little place, and haven't yet tried something from here I didn't like.",5.0,2019-06-02,0.26498015873015873,0.705952380952381,0.0,0.679,0.274,0.8747,POSITIVE,0.9994064569473267,67.76,13.0,7.9,18.2,2.26,1,7th and 8th grade,67.76,13.0,14.0,2.26,202
